dates,Direct NI,Diffuse NI,Reflected,Global NI,Direct Horiz,Diffus Horiz,Global Horiz,Top of atmosphere
2005-06-21 15:00:00,417,209,23,650,228,177,405,729
2005-06-21 16:00:00,430,132,20,581,152,88,240,455
2005-06-21 17:00:00,122,43,6,170,21,33,53,150
2005-06-21 18:00:00,0,0,0,0,0,0,0,0
2005-06-21 19:00:00,0,0,0,0,0,0,0,0
2005-06-21 20:00:00,0,0,0,0,0,0,0,0
2005-06-21 21:00:00,0,0,0,0,0,0,0,0
2005-06-21 22:00:00,0,0,0,0,0,0,0,0
2005-06-21 23:00:00,0,0,0,0,0,0,0,0
2005-06-22 00:00:00,0,0,0,0,0,0,0,0
2005-06-22 01:00:00,0,0,0,0,0,0,0,0
2005-06-22 02:00:00,0,0,0,0,0,0,0,0
2005-06-22 03:00:00,0,0,0,0,0,0,0,0
2005-06-22 04:00:00,0,0,0,0,0,0,0,0
2005-06-22 05:00:00,0,0,0,0,0,0,0,0
2005-06-22 06:00:00,201,53,7,261,34,30,65,150
2005-06-22 07:00:00,647,120,24,790,228,63,291,455
2005-06-22 08:00:00,784,153,31,968,432,102,534,729
2005-06-22 09:00:00,924,136,28,1088,665,105,770,952
2005-06-22 10:00:00,915,152,19,1086,767,132,899,1110
2005-06-22 11:00:00,848,183,12,1043,764,169,933,1192
2005-06-22 12:00:00,672,248,11,931,607,234,840,1192
2005-06-22 13:00:00,438,300,14,752,370,288,658,1110
2005-06-22 14:00:00,273,272,17,561,198,270,468,952
2005-06-22 15:00:00,151,159,15,325,77,168,245,729
2005-06-22 16:00:00,487,133,21,641,167,84,251,455
2005-06-22 17:00:00,177,50,7,234,30,31,61,150
2005-06-22 18:00:00,0,0,0,0,0,0,0,0
2005-06-22 19:00:00,0,0,0,0,0,0,0,0
2005-06-22 20:00:00,0,0,0,0,0,0,0,0
2005-06-22 21:00:00,0,0,0,0,0,0,0,0
2005-06-22 22:00:00,0,0,0,0,0,0,0,0
2005-06-22 23:00:00,0,0,0,0,0,0,0,0
2005-06-23 00:00:00,0,0,0,0,0,0,0,0
2005-06-23 01:00:00,0,0,0,0,0,0,0,0
2005-06-23 02:00:00,0,0,0,0,0,0,0,0
2005-06-23 03:00:00,0,0,0,0,0,0,0,0
2005-06-23 04:00:00,0,0,0,0,0,0,0,0
2005-06-23 05:00:00,0,0,0,0,0,0,0,0
2005-06-23 06:00:00,52,28,4,83,9,31,39,150
2005-06-23 07:00:00,298,116,17,432,112,94,206,455
2005-06-23 08:00:00,559,197,26,782,306,150,456,729
2005-06-23 09:00:00,302,275,18,594,214,267,481,952
2005-06-23 10:00:00,187,328,10,526,157,336,493,1110
2005-06-23 11:00:00,245,360,8,613,221,362,583,1192
2005-06-23 12:00:00,422,329,9,760,380,321,701,1192
2005-06-23 13:00:00,420,309,14,743,351,296,647,1110
2005-06-23 14:00:00,389,264,19,672,285,249,533,952
2005-06-23 15:00:00,354,210,22,585,191,187,377,729
2005-06-23 16:00:00,318,121,17,456,117,95,211,455
2005-06-23 17:00:00,73,33,5,110,12,32,44,150
2005-06-23 18:00:00,0,0,0,0,0,0,0,0
2005-06-23 19:00:00,0,0,0,0,0,0,0,0
2005-06-23 20:00:00,0,0,0,0,0,0,0,0
2005-06-23 21:00:00,0,0,0,0,0,0,0,0
2005-06-23 22:00:00,0,0,0,0,0,0,0,0
2005-06-23 23:00:00,0,0,0,0,0,0,0,0
2005-06-24 00:00:00,0,0,0,0,0,0,0,0
2005-06-24 01:00:00,0,0,0,0,0,0,0,0
2005-06-24 02:00:00,0,0,0,0,0,0,0,0
2005-06-24 03:00:00,0,0,0,0,0,0,0,0
2005-06-24 04:00:00,0,0,0,0,0,0,0,0
2005-06-24 05:00:00,0,0,0,0,0,0,0,0
2005-06-24 06:00:00,52,28,4,84,9,31,40,150
2005-06-24 07:00:00,362,121,18,501,135,89,225,455
2005-06-24 08:00:00,781,153,31,965,432,102,534,729
2005-06-24 09:00:00,707,208,25,940,506,172,677,952
2005-06-24 10:00:00,484,293,14,791,403,277,680,1110
2005-06-24 11:00:00,628,258,10,897,568,247,815,1192
2005-06-24 12:00:00,528,293,10,831,477,282,760,1192
2005-06-24 13:00:00,533,278,15,826,443,261,704,1110
2005-06-24 14:00:00,607,232,23,861,438,198,636,952
2005-06-24 15:00:00,697,169,29,895,389,119,508,729
2005-06-24 16:00:00,616,124,24,764,216,68,284,455
2005-06-24 17:00:00,185,51,7,242,32,31,62,150
2005-06-24 18:00:00,0,0,0,0,0,0,0,0
2005-06-24 19:00:00,0,0,0,0,0,0,0,0
2005-06-24 20:00:00,0,0,0,0,0,0,0,0
2005-06-24 21:00:00,0,0,0,0,0,0,0,0
2005-06-24 22:00:00,0,0,0,0,0,0,0,0
2005-06-24 23:00:00,0,0,0,0,0,0,0,0
2005-06-25 00:00:00,0,0,0,0,0,0,0,0
2005-06-25 01:00:00,0,0,0,0,0,0,0,0
2005-06-25 02:00:00,0,0,0,0,0,0,0,0
2005-06-25 03:00:00,0,0,0,0,0,0,0,0
2005-06-25 04:00:00,0,0,0,0,0,0,0,0
2005-06-25 05:00:00,0,0,0,0,0,0,0,0
2005-06-25 06:00:00,163,49,7,218,28,32,59,150
2005-06-25 07:00:00,614,121,24,759,218,66,285,455
2005-06-25 08:00:00,821,143,32,995,455,93,548,729
2005-06-25 09:00:00,921,137,28,1086,664,105,769,952
2005-06-25 10:00:00,990,122,19,1131,832,104,936,1110
2005-06-25 11:00:00,998,122,13,1132,899,111,1010,1192
2005-06-25 12:00:00,828,190,12,1030,747,176,923,1192
2005-06-25 13:00:00,643,248,16,907,540,226,766,1110
2005-06-25 14:00:00,685,215,24,924,491,178,668,952
2005-06-25 15:00:00,712,166,29,907,398,116,513,729
2005-06-25 16:00:00,626,122,24,771,221,66,287,455
2005-06-25 17:00:00,183,51,7,240,31,31,62,150
2005-06-25 18:00:00,0,0,0,0,0,0,0,0
2005-06-25 19:00:00,0,0,0,0,0,0,0,0
2005-06-25 20:00:00,0,0,0,0,0,0,0,0
2005-06-25 21:00:00,0,0,0,0,0,0,0,0
2005-06-25 22:00:00,0,0,0,0,0,0,0,0
2005-06-25 23:00:00,0,0,0,0,0,0,0,0
2005-06-26 00:00:00,0,0,0,0,0,0,0,0
2005-06-26 01:00:00,0,0,0,0,0,0,0,0
2005-06-26 02:00:00,0,0,0,0,0,0,0,0
2005-06-26 03:00:00,0,0,0,0,0,0,0,0
2005-06-26 04:00:00,0,0,0,0,0,0,0,0
2005-06-26 05:00:00,0,0,0,0,0,0,0,0
2005-06-26 06:00:00,44,25,4,73,7,30,37,150
2005-06-26 07:00:00,503,117,21,641,186,74,261,455
2005-06-26 08:00:00,823,142,32,996,456,93,549,729
2005-06-26 09:00:00,930,134,28,1092,671,103,773,952
2005-06-26 10:00:00,982,125,19,1127,825,107,933,1110
2005-06-26 11:00:00,975,131,13,1119,879,119,999,1192
2005-06-26 12:00:00,771,212,11,994,696,198,893,1192
2005-06-26 13:00:00,658,244,16,918,552,221,773,1110
2005-06-26 14:00:00,629,227,23,880,449,194,643,952
2005-06-26 15:00:00,667,174,28,869,373,125,498,729
2005-06-26 16:00:00,500,131,21,653,175,82,256,455
2005-06-26 17:00:00,140,46,6,192,24,32,56,150
2005-06-26 18:00:00,0,0,0,0,0,0,0,0
2005-06-26 19:00:00,0,0,0,0,0,0,0,0
2005-06-26 20:00:00,0,0,0,0,0,0,0,0
2005-06-26 21:00:00,0,0,0,0,0,0,0,0
2005-06-26 22:00:00,0,0,0,0,0,0,0,0
2005-06-26 23:00:00,0,0,0,0,0,0,0,0
2005-06-27 00:00:00,0,0,0,0,0,0,0,0
2005-06-27 01:00:00,0,0,0,0,0,0,0,0
2005-06-27 02:00:00,0,0,0,0,0,0,0,0
2005-06-27 03:00:00,0,0,0,0,0,0,0,0
2005-06-27 04:00:00,0,0,0,0,0,0,0,0
2005-06-27 05:00:00,0,0,0,0,0,0,0,0
2005-06-27 06:00:00,101,39,5,145,17,33,50,150
2005-06-27 07:00:00,381,119,19,520,142,87,229,455
2005-06-27 08:00:00,780,153,31,964,433,102,535,729
2005-06-27 09:00:00,890,148,27,1065,642,115,757,952
2005-06-27 10:00:00,961,134,19,1113,807,115,922,1110
2005-06-27 11:00:00,982,128,13,1123,886,117,1003,1192
2005-06-27 12:00:00,953,140,13,1105,860,128,988,1192
2005-06-27 13:00:00,767,206,17,990,646,182,829,1110
2005-06-27 14:00:00,654,222,24,899,470,186,656,952
2005-06-27 15:00:00,659,180,28,867,364,129,493,729
2005-06-27 16:00:00,220,110,15,344,79,100,179,455
2005-06-27 17:00:00,79,34,5,119,13,32,46,150
2005-06-27 18:00:00,0,0,0,0,0,0,0,0
2005-06-27 19:00:00,0,0,0,0,0,0,0,0
2005-06-27 20:00:00,0,0,0,0,0,0,0,0
2005-06-27 21:00:00,0,0,0,0,0,0,0,0
2005-06-27 22:00:00,0,0,0,0,0,0,0,0
2005-06-27 23:00:00,0,0,0,0,0,0,0,0
2005-06-28 00:00:00,0,0,0,0,0,0,0,0
2005-06-28 01:00:00,0,0,0,0,0,0,0,0
2005-06-28 02:00:00,0,0,0,0,0,0,0,0
2005-06-28 03:00:00,0,0,0,0,0,0,0,0
2005-06-28 04:00:00,0,0,0,0,0,0,0,0
2005-06-28 05:00:00,0,0,0,0,0,0,0,0
2005-06-28 06:00:00,119,42,6,167,20,33,53,150
2005-06-28 07:00:00,517,126,22,664,186,77,263,456
2005-06-28 08:00:00,776,154,31,960,431,103,534,729
2005-06-28 09:00:00,905,143,27,1075,653,110,763,953
2005-06-28 10:00:00,966,131,19,1117,813,113,925,1111
2005-06-28 11:00:00,1003,119,13,1135,905,109,1013,1192
2005-06-28 12:00:00,971,132,13,1116,877,121,997,1192
2005-06-28 13:00:00,781,194,17,992,661,175,836,1111
2005-06-28 14:00:00,618,226,23,866,442,194,636,953
2005-06-28 15:00:00,636,180,28,843,355,132,487,729
2005-06-28 16:00:00,583,125,23,731,207,71,277,456
2005-06-28 17:00:00,182,51,7,239,31,31,62,150
2005-06-28 18:00:00,0,0,0,0,0,0,0,0
2005-06-28 19:00:00,0,0,0,0,0,0,0,0
2005-06-28 20:00:00,0,0,0,0,0,0,0,0
2005-06-28 21:00:00,0,0,0,0,0,0,0,0
2005-06-28 22:00:00,0,0,0,0,0,0,0,0
2005-06-28 23:00:00,0,0,0,0,0,0,0,0
2005-06-29 00:00:00,0,0,0,0,0,0,0,0
2005-06-29 01:00:00,0,0,0,0,0,0,0,0
2005-06-29 02:00:00,0,0,0,0,0,0,0,0
2005-06-29 03:00:00,0,0,0,0,0,0,0,0
2005-06-29 04:00:00,0,0,0,0,0,0,0,0
2005-06-29 05:00:00,0,0,0,0,0,0,0,0
2005-06-29 06:00:00,36,23,4,63,6,29,35,151
2005-06-29 07:00:00,373,119,19,510,141,87,228,456
2005-06-29 08:00:00,697,171,29,898,389,120,508,730
2005-06-29 09:00:00,864,157,27,1047,624,122,747,953
2005-06-29 10:00:00,933,144,19,1096,785,125,910,1111
2005-06-29 11:00:00,812,196,12,1020,732,182,914,1193
2005-06-29 12:00:00,233,348,7,589,212,351,563,1193
2005-06-29 13:00:00,342,320,13,675,286,313,599,1111
2005-06-29 14:00:00,219,271,16,505,160,277,437,953
2005-06-29 15:00:00,179,189,17,385,101,198,299,730
2005-06-29 16:00:00,191,104,14,308,63,100,162,456
2005-06-29 17:00:00,115,42,6,162,20,33,52,151
2005-06-29 18:00:00,0,0,0,0,0,0,0,0
2005-06-29 19:00:00,0,0,0,0,0,0,0,0
2005-06-29 20:00:00,0,0,0,0,0,0,0,0
2005-06-29 21:00:00,0,0,0,0,0,0,0,0
2005-06-29 22:00:00,0,0,0,0,0,0,0,0
2005-06-29 23:00:00,0,0,0,0,0,0,0,0
2005-06-30 00:00:00,0,0,0,0,0,0,0,0
2005-06-30 01:00:00,0,0,0,0,0,0,0,0
2005-06-30 02:00:00,0,0,0,0,0,0,0,0
2005-06-30 03:00:00,0,0,0,0,0,0,0,0
2005-06-30 04:00:00,0,0,0,0,0,0,0,0
2005-06-30 05:00:00,0,0,0,0,0,0,0,0
2005-06-30 06:00:00,23,19,3,45,4,26,29,151
2005-06-30 07:00:00,351,115,18,484,134,87,221,456
2005-06-30 08:00:00,781,153,31,965,434,102,536,730
2005-06-30 09:00:00,904,143,27,1074,653,110,764,953
2005-06-30 10:00:00,858,173,18,1050,720,152,872,1112
2005-06-30 11:00:00,670,249,11,930,604,235,840,1193
2005-06-30 12:00:00,567,285,10,862,513,272,785,1193
2005-06-30 13:00:00,542,276,15,833,456,258,714,1112
2005-06-30 14:00:00,267,273,17,557,189,270,459,953
2005-06-30 15:00:00,271,203,20,494,149,194,343,730
2005-06-30 16:00:00,374,125,19,518,136,91,226,456
2005-06-30 17:00:00,86,36,5,126,15,33,47,151
2005-06-30 18:00:00,0,0,0,0,0,0,0,0
2005-06-30 19:00:00,0,0,0,0,0,0,0,0
2005-06-30 20:00:00,0,0,0,0,0,0,0,0
2005-06-30 21:00:00,0,0,0,0,0,0,0,0
2005-06-30 22:00:00,0,0,0,0,0,0,0,0
2005-06-30 23:00:00,0,0,0,0,0,0,0,0
2005-07-01 00:00:00,0,0,0,0,0,0,0,0
2005-07-01 01:00:00,0,0,0,0,0,0,0,0
2005-07-01 02:00:00,0,0,0,0,0,0,0,0
2005-07-01 03:00:00,0,0,0,0,0,0,0,0
2005-07-01 04:00:00,0,0,0,0,0,0,0,0
2005-07-01 05:00:00,0,0,0,0,0,0,0,0
2005-07-01 06:00:00,120,42,6,169,21,33,53,151
2005-07-01 07:00:00,366,125,18,510,132,92,224,456
2005-07-01 08:00:00,816,144,31,992,454,94,548,730
2005-07-01 09:00:00,905,143,27,1075,654,110,764,954
2005-07-01 10:00:00,926,147,19,1092,779,128,907,1112
2005-07-01 11:00:00,855,180,12,1047,773,166,939,1194
2005-07-01 12:00:00,708,237,11,955,640,222,862,1194
2005-07-01 13:00:00,527,283,15,825,444,264,709,1112
2005-07-01 14:00:00,333,275,18,626,240,264,505,954
2005-07-01 15:00:00,389,211,23,622,214,182,396,730
2005-07-01 16:00:00,348,127,18,493,125,95,219,456
2005-07-01 17:00:00,87,36,5,128,15,33,47,151
2005-07-01 18:00:00,0,0,0,0,0,0,0,0
2005-07-01 19:00:00,0,0,0,0,0,0,0,0
2005-07-01 20:00:00,0,0,0,0,0,0,0,0
2005-07-01 21:00:00,0,0,0,0,0,0,0,0
2005-07-01 22:00:00,0,0,0,0,0,0,0,0
2005-07-01 23:00:00,0,0,0,0,0,0,0,0
2005-07-02 00:00:00,0,0,0,0,0,0,0,0
2005-07-02 01:00:00,0,0,0,0,0,0,0,0
2005-07-02 02:00:00,0,0,0,0,0,0,0,0
2005-07-02 03:00:00,0,0,0,0,0,0,0,0
2005-07-02 04:00:00,0,0,0,0,0,0,0,0
2005-07-02 05:00:00,0,0,0,0,0,0,0,0
2005-07-02 06:00:00,140,46,6,192,24,32,56,151
2005-07-02 07:00:00,583,123,23,729,209,70,279,456
2005-07-02 08:00:00,837,139,32,1008,465,90,555,731
2005-07-02 09:00:00,904,143,27,1075,652,111,764,954
2005-07-02 10:00:00,922,148,18,1088,778,128,906,1113
2005-07-02 11:00:00,1001,120,13,1134,905,109,1014,1195
2005-07-02 12:00:00,859,178,12,1049,777,164,942,1195
2005-07-02 13:00:00,677,236,16,929,569,215,784,1113
2005-07-02 14:00:00,779,183,25,988,565,147,712,954
2005-07-02 15:00:00,658,180,28,866,363,130,493,731
2005-07-02 16:00:00,641,121,24,785,227,64,291,456
2005-07-02 17:00:00,190,51,7,248,33,31,63,151
2005-07-02 18:00:00,0,0,0,0,0,0,0,0
2005-07-02 19:00:00,0,0,0,0,0,0,0,0
2005-07-02 20:00:00,0,0,0,0,0,0,0,0
2005-07-02 21:00:00,0,0,0,0,0,0,0,0
2005-07-02 22:00:00,0,0,0,0,0,0,0,0
2005-07-02 23:00:00,0,0,0,0,0,0,0,0
2005-07-03 00:00:00,0,0,0,0,0,0,0,0
2005-07-03 01:00:00,0,0,0,0,0,0,0,0
2005-07-03 02:00:00,0,0,0,0,0,0,0,0
2005-07-03 03:00:00,0,0,0,0,0,0,0,0
2005-07-03 04:00:00,0,0,0,0,0,0,0,0
2005-07-03 05:00:00,0,0,0,0,0,0,0,0
2005-07-03 06:00:00,152,47,6,205,26,32,58,151
2005-07-03 07:00:00,576,125,23,724,206,71,277,457
2005-07-03 08:00:00,780,153,31,964,434,103,537,731
2005-07-03 09:00:00,897,146,27,1070,648,113,761,955
2005-07-03 10:00:00,975,128,19,1122,822,110,932,1113
2005-07-03 11:00:00,1013,115,13,1140,916,105,1021,1195
2005-07-03 12:00:00,942,144,12,1098,853,132,985,1195
2005-07-03 13:00:00,678,237,16,931,570,215,785,1113
2005-07-03 14:00:00,752,187,25,964,548,154,701,955
2005-07-03 15:00:00,603,176,27,805,339,136,475,731
2005-07-03 16:00:00,450,123,20,593,147,86,233,457
2005-07-03 17:00:00,175,50,7,231,30,31,61,151
2005-07-03 18:00:00,0,0,0,0,0,0,0,0
2005-07-03 19:00:00,0,0,0,0,0,0,0,0
2005-07-03 20:00:00,0,0,0,0,0,0,0,0
2005-07-03 21:00:00,0,0,0,0,0,0,0,0
2005-07-03 22:00:00,0,0,0,0,0,0,0,0
2005-07-03 23:00:00,0,0,0,0,0,0,0,0
2005-07-04 00:00:00,0,0,0,0,0,0,0,0
2005-07-04 01:00:00,0,0,0,0,0,0,0,0
2005-07-04 02:00:00,0,0,0,0,0,0,0,0
2005-07-04 03:00:00,0,0,0,0,0,0,0,0
2005-07-04 04:00:00,0,0,0,0,0,0,0,0
2005-07-04 05:00:00,0,0,0,0,0,0,0,0
2005-07-04 06:00:00,46,26,4,76,8,30,38,151
2005-07-04 07:00:00,367,125,19,511,135,92,227,457
2005-07-04 08:00:00,711,167,29,907,398,117,515,731
2005-07-04 09:00:00,887,149,27,1063,643,116,759,956
2005-07-04 10:00:00,976,127,19,1123,824,110,933,1114
2005-07-04 11:00:00,976,131,12,1119,883,120,1003,1196
2005-07-04 12:00:00,808,195,11,1014,733,183,915,1196
2005-07-04 13:00:00,290,330,12,631,244,328,572,1114
2005-07-04 14:00:00,371,268,19,657,262,254,516,956
2005-07-04 15:00:00,528,200,26,754,290,157,447,731
2005-07-04 16:00:00,439,130,20,589,158,87,244,457
2005-07-04 17:00:00,123,43,6,171,21,33,54,151
2005-07-04 18:00:00,0,0,0,0,0,0,0,0
2005-07-04 19:00:00,0,0,0,0,0,0,0,0
2005-07-04 20:00:00,0,0,0,0,0,0,0,0
2005-07-04 21:00:00,0,0,0,0,0,0,0,0
2005-07-04 22:00:00,0,0,0,0,0,0,0,0
2005-07-04 23:00:00,0,0,0,0,0,0,0,0
2005-07-05 00:00:00,0,0,0,0,0,0,0,0
2005-07-05 01:00:00,0,0,0,0,0,0,0,0
2005-07-05 02:00:00,0,0,0,0,0,0,0,0
2005-07-05 03:00:00,0,0,0,0,0,0,0,0
2005-07-05 04:00:00,0,0,0,0,0,0,0,0
2005-07-05 05:00:00,0,0,0,0,0,0,0,0
2005-07-05 06:00:00,115,41,6,163,20,33,52,151
2005-07-05 07:00:00,271,117,16,404,91,99,190,457
2005-07-05 08:00:00,723,160,30,912,408,113,520,732
2005-07-05 09:00:00,907,142,27,1077,658,110,768,956
2005-07-05 10:00:00,983,125,19,1127,830,107,937,1115
2005-07-05 11:00:00,1000,121,12,1133,905,110,1016,1197
2005-07-05 12:00:00,1024,110,13,1147,927,101,1028,1197
2005-07-05 13:00:00,1004,116,19,1140,848,100,947,1115
2005-07-05 14:00:00,957,124,28,1109,693,95,788,956
2005-07-05 15:00:00,860,133,32,1024,478,85,564,732
2005-07-05 16:00:00,623,120,24,767,223,65,289,457
2005-07-05 17:00:00,170,49,7,225,29,32,61,151
2005-07-05 18:00:00,0,0,0,0,0,0,0,0
2005-07-05 19:00:00,0,0,0,0,0,0,0,0
2005-07-05 20:00:00,0,0,0,0,0,0,0,0
2005-07-05 21:00:00,0,0,0,0,0,0,0,0
2005-07-05 22:00:00,0,0,0,0,0,0,0,0
2005-07-05 23:00:00,0,0,0,0,0,0,0,0
2005-07-06 00:00:00,0,0,0,0,0,0,0,0
2005-07-06 01:00:00,0,0,0,0,0,0,0,0
2005-07-06 02:00:00,0,0,0,0,0,0,0,0
2005-07-06 03:00:00,0,0,0,0,0,0,0,0
2005-07-06 04:00:00,0,0,0,0,0,0,0,0
2005-07-06 05:00:00,0,0,0,0,0,0,0,0
2005-07-06 06:00:00,145,46,6,197,25,32,57,151
2005-07-06 07:00:00,581,125,23,729,209,71,279,458
2005-07-06 08:00:00,818,144,31,993,456,95,550,733
2005-07-06 09:00:00,933,133,28,1094,677,102,779,957
2005-07-06 10:00:00,994,120,19,1133,839,104,943,1116
2005-07-06 11:00:00,1032,107,13,1151,936,97,1033,1198
2005-07-06 12:00:00,1037,105,13,1154,940,95,1036,1198
2005-07-06 13:00:00,1019,110,19,1148,861,95,955,1116
2005-07-06 14:00:00,932,133,28,1093,676,102,779,957
2005-07-06 15:00:00,850,136,32,1018,473,88,561,733
2005-07-06 16:00:00,676,115,25,815,241,59,300,458
2005-07-06 17:00:00,181,50,7,238,31,31,62,151
2005-07-06 18:00:00,0,0,0,0,0,0,0,0
2005-07-06 19:00:00,0,0,0,0,0,0,0,0
2005-07-06 20:00:00,0,0,0,0,0,0,0,0
2005-07-06 21:00:00,0,0,0,0,0,0,0,0
2005-07-06 22:00:00,0,0,0,0,0,0,0,0
2005-07-06 23:00:00,0,0,0,0,0,0,0,0
2005-07-07 00:00:00,0,0,0,0,0,0,0,0
2005-07-07 01:00:00,0,0,0,0,0,0,0,0
2005-07-07 02:00:00,0,0,0,0,0,0,0,0
2005-07-07 03:00:00,0,0,0,0,0,0,0,0
2005-07-07 04:00:00,0,0,0,0,0,0,0,0
2005-07-07 05:00:00,0,0,0,0,0,0,0,0
2005-07-07 06:00:00,190,51,7,248,33,31,64,151
2005-07-07 07:00:00,647,120,24,791,230,64,294,458
2005-07-07 08:00:00,803,149,31,982,447,98,546,733
2005-07-07 09:00:00,886,150,27,1062,643,117,760,958
2005-07-07 10:00:00,864,172,18,1053,728,151,879,1117
2005-07-07 11:00:00,783,209,11,1003,710,195,905,1199
2005-07-07 12:00:00,865,176,11,1053,785,163,948,1199
2005-07-07 13:00:00,743,214,16,974,630,192,822,1117
2005-07-07 14:00:00,663,222,24,909,478,185,664,958
2005-07-07 15:00:00,741,162,30,933,415,111,526,733
2005-07-07 16:00:00,391,130,19,540,140,92,232,458
2005-07-07 17:00:00,98,38,5,142,17,33,50,151
2005-07-07 18:00:00,0,0,0,0,0,0,0,0
2005-07-07 19:00:00,0,0,0,0,0,0,0,0
2005-07-07 20:00:00,0,0,0,0,0,0,0,0
2005-07-07 21:00:00,0,0,0,0,0,0,0,0
2005-07-07 22:00:00,0,0,0,0,0,0,0,0
2005-07-07 23:00:00,0,0,0,0,0,0,0,0
2005-07-08 00:00:00,0,0,0,0,0,0,0,0
2005-07-08 01:00:00,0,0,0,0,0,0,0,0
2005-07-08 02:00:00,0,0,0,0,0,0,0,0
2005-07-08 03:00:00,0,0,0,0,0,0,0,0
2005-07-08 04:00:00,0,0,0,0,0,0,0,0
2005-07-08 05:00:00,0,0,0,0,0,0,0,0
2005-07-08 06:00:00,158,48,6,212,27,32,59,152
2005-07-08 07:00:00,591,123,23,738,213,70,282,459
2005-07-08 08:00:00,842,138,32,1011,469,90,559,734
2005-07-08 09:00:00,940,131,28,1098,683,100,783,959
2005-07-08 10:00:00,987,123,19,1129,835,106,941,1118
2005-07-08 11:00:00,993,124,12,1128,901,113,1014,1200
2005-07-08 12:00:00,1010,116,12,1138,917,106,1023,1200
2005-07-08 13:00:00,1002,117,19,1138,848,101,949,1118
2005-07-08 14:00:00,895,147,27,1069,649,115,763,959
2005-07-08 15:00:00,838,139,32,1008,468,90,558,734
2005-07-08 16:00:00,553,126,23,701,200,74,273,459
2005-07-08 17:00:00,128,43,6,177,22,33,55,152
2005-07-08 18:00:00,0,0,0,0,0,0,0,0
2005-07-08 19:00:00,0,0,0,0,0,0,0,0
2005-07-08 20:00:00,0,0,0,0,0,0,0,0
2005-07-08 21:00:00,0,0,0,0,0,0,0,0
2005-07-08 22:00:00,0,0,0,0,0,0,0,0
2005-07-08 23:00:00,0,0,0,0,0,0,0,0
2005-07-09 00:00:00,0,0,0,0,0,0,0,0
2005-07-09 01:00:00,0,0,0,0,0,0,0,0
2005-07-09 02:00:00,0,0,0,0,0,0,0,0
2005-07-09 03:00:00,0,0,0,0,0,0,0,0
2005-07-09 04:00:00,0,0,0,0,0,0,0,0
2005-07-09 05:00:00,0,0,0,0,0,0,0,0
2005-07-09 06:00:00,19,17,3,39,3,25,27,152
2005-07-09 07:00:00,158,95,13,265,56,96,152,459
2005-07-09 08:00:00,186,191,17,394,105,198,303,735
2005-07-09 09:00:00,151,263,14,428,108,278,386,960
2005-07-09 10:00:00,117,314,8,439,100,328,428,1119
2005-07-09 11:00:00,260,361,7,628,237,362,598,1201
2005-07-09 12:00:00,452,322,9,783,410,313,723,1201
2005-07-09 13:00:00,473,290,13,777,404,278,682,1119
2005-07-09 14:00:00,125,251,13,389,91,270,361,960
2005-07-09 15:00:00,545,195,26,766,301,153,453,735
2005-07-09 16:00:00,389,123,19,530,129,91,220,459
2005-07-09 17:00:00,149,47,6,202,26,32,58,152
2005-07-09 18:00:00,0,0,0,0,0,0,0,0
2005-07-09 19:00:00,0,0,0,0,0,0,0,0
2005-07-09 20:00:00,0,0,0,0,0,0,0,0
2005-07-09 21:00:00,0,0,0,0,0,0,0,0
2005-07-09 22:00:00,0,0,0,0,0,0,0,0
2005-07-09 23:00:00,0,0,0,0,0,0,0,0
2005-07-10 00:00:00,0,0,0,0,0,0,0,0
2005-07-10 01:00:00,0,0,0,0,0,0,0,0
2005-07-10 02:00:00,0,0,0,0,0,0,0,0
2005-07-10 03:00:00,0,0,0,0,0,0,0,0
2005-07-10 04:00:00,0,0,0,0,0,0,0,0
2005-07-10 05:00:00,0,0,0,0,0,0,0,0
2005-07-10 06:00:00,15,15,3,33,2,23,25,152
2005-07-10 07:00:00,178,103,14,295,65,101,165,460
2005-07-10 08:00:00,462,202,24,689,261,168,429,735
2005-07-10 09:00:00,424,264,19,707,312,245,556,961
2005-07-10 10:00:00,806,192,17,1015,680,172,852,1120
2005-07-10 11:00:00,468,318,9,794,425,308,733,1202
2005-07-10 12:00:00,699,239,10,948,635,226,861,1202
2005-07-10 13:00:00,281,325,11,617,240,324,564,1120
2005-07-10 14:00:00,160,249,13,422,118,262,380,961
2005-07-10 15:00:00,656,181,28,865,362,132,494,735
2005-07-10 16:00:00,644,118,24,787,232,63,295,460
2005-07-10 17:00:00,160,48,7,215,28,32,60,152
2005-07-10 18:00:00,0,0,0,0,0,0,0,0
2005-07-10 19:00:00,0,0,0,0,0,0,0,0
2005-07-10 20:00:00,0,0,0,0,0,0,0,0
2005-07-10 21:00:00,0,0,0,0,0,0,0,0
2005-07-10 22:00:00,0,0,0,0,0,0,0,0
2005-07-10 23:00:00,0,0,0,0,0,0,0,0
2005-07-11 00:00:00,0,0,0,0,0,0,0,0
2005-07-11 01:00:00,0,0,0,0,0,0,0,0
2005-07-11 02:00:00,0,0,0,0,0,0,0,0
2005-07-11 03:00:00,0,0,0,0,0,0,0,0
2005-07-11 04:00:00,0,0,0,0,0,0,0,0
2005-07-11 05:00:00,0,0,0,0,0,0,0,0
2005-07-11 06:00:00,171,49,7,227,30,32,61,152
2005-07-11 07:00:00,635,122,24,781,226,66,292,460
2005-07-11 08:00:00,350,211,22,582,191,190,380,736
2005-07-11 09:00:00,598,224,22,845,443,197,640,962
